ticker,name,description,cik,composite_figi,market_cap,weighted_shares_outstanding,share_class_shares_outstanding,sic_code,sic_description,homepage_url,type
GS,Goldman Sachs Group Inc.,"Goldman Sachs is a leading global investment banking and asset management firm. Approximately 20% of its revenue comes from investment banking, 45% from trading, 20% from asset management and 15% from wealth management and retail financial services. Around 60% of the company's net revenue is generated in the Americas, 15% in Asia, and 25% in Europe, the Middle East, and Africa.",0000886982,BBG000C6CFJ5,167872319168.505,312039033,312040000,6211,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",https://www.goldmansachs.com,CS
CAT,Caterpillar Inc.,"Caterpillar is the world's leading manufacturer of construction and mining equipment, off-highway diesel and natural gas engines, industrial gas turbines and diesel-electric locomotives. Its reporting segments are: construction industries (40% sales/47% operating profit, or OP), resource industries (20% sales/19% OP), and energy & transportation (40% sales/34% OP). Market share approaches 20% across many products. Caterpillar operates a captive finance subsidiary to facilitate sales. The firm has global reach (46% US sales/54% ex-US). Construction skews more domestic, while the other divisions are more geographically diversified. An independent network of 156 dealers operates approximately 2,800 facilities, giving Caterpillar reach into about 190 countries for sales and support services.",0000018230,BBG000BF0K17,166850848898.64,477932024,477930000,3531,CONSTRUCTION MACHINERY & EQUIP,https://www.caterpillar.com,CS
PGR,Progressive Corporation,Progressive underwrites private and commercial auto insurance and specialty lines; it has almost 20 million personal auto policies in force and is one of the largest auto insurers in the United States. Progressive markets its policies through independent insurance agencies in the US and Canada and directly via the internet and telephone. Its premiums are split roughly equally between the agent and the direct channel. The company also offers commercial auto policies and entered homeowners insurance through an acquisition in 2015.,0000080661,BBG000BR37X2,166846429596.98,586207679,586210000,6331,"FIRE, MARINE & CASUALTY INSURANCE",https://www.progressive.com,CS
NOW,"SERVICENOW, INC.","ServiceNow Inc provides software solutions to structure and automate various business processes via a SaaS delivery model. The company primarily focuses on the IT function for enterprise customers. ServiceNow began with IT service management, expanded within the IT function, and more recently directed its workflow automation logic to functional areas beyond IT, notably customer service, HR service delivery, and security operations. ServiceNow also offers an application development platform as a service.",0001373715,BBG000M1R011,165443579010.0,206487000,206000000,7372,SERVICES-PREPACKAGED SOFTWARE,https://www.servicenow.com,CS
INTU,Intuit Inc,"Intuit serves small and midsize businesses with accounting software QuickBooks and online marketing platform Mailchimp. The company also operates retail tax filing tool TurboTax, personal finance platform Credit Karma, and a suite of professional tax offerings for accountants. Founded in the mid-1980s, Intuit enjoys a dominant market share for small business accounting and do-it-yourself tax filing in the US.",0000896878,BBG000BH5DV1,164077733420.0,279562000,279560000,7372,SERVICES-PREPACKAGED SOFTWARE,https://www.intuit.com,CS
AMD,Advanced Micro Devices,"Advanced Micro Devices designs a variety of digital semiconductors for markets such as PCs, gaming consoles, data centers, industrial, and automotive applications. AMD's traditional strength was in central processing units and graphics processing units used in PCs and data centers. Additionally, the firm supplies the chips found in prominent game consoles such as the Sony PlayStation and Microsoft Xbox. In 2022, the firm acquired field-programmable gate array leader Xilinx to diversify its business and augment its opportunities in key end markets such as data center and automotive.",0000002488,BBG000BBQCY0,158797441503.8204,1620477962,1620480000,3674,SEMICONDUCTORS & RELATED DEVICES,https://www.amd.com,CS
NEE,"Nextra Energy, Inc.","NextEra Energy's regulated utility, Florida Power & Light, is the largest rate-regulated utility in Florida. The utility distributes power to nearly 6 million customer accounts in Florida and owns 34 gigawatts of generation. FP&L contributes roughly 70% of NextEra's consolidated operating earnings. NextEra Energy Resources, the renewable energy segment, generates and sells power throughout the United States and Canada with more than 34 GW of generation capacity, including natural gas, nuclear, wind, and solar.",0000753308,BBG000BJSBJ0,155076117024.96002,2054532552,2054530000,4911,ELECTRIC SERVICES,https://www.nexteraenergy.com,CS
UBER,"Uber Technologies, Inc.","Uber Technologies is a technology provider that matches riders with drivers, hungry people with restaurants and food couriers, and shippers with carriers. The firm's on-demand technology platform is currently utilized by traditional cars as well as autonomous vehicles, but could eventually be used for additional products and services, such as delivery via drones or electronic vehicle take-off and landing (eVTOL) technology. Uber operates in over 70 countries, with over 171 million users who order rides or food at least once a month.",0001543151,BBG002B04MT8,153124349804.5,2089008865,2089010000,7389,"SERVICES-BUSINESS SERVICES, NEC",https://www.uber.com,CS
PFE,Pfizer Inc.,"Pfizer is one of the world's largest pharmaceutical firms, with annual sales close to $50 billion (excluding covid-19-related product sales). While it historically sold many types of healthcare products and chemicals, now prescription drugs and vaccines account for the majority of sales. Top sellers include pneumococcal vaccine Prevnar 13, cancer drug Ibrance, and cardiovascular treatment Eliquis. Pfizer sells these products globally, with international sales representing close to 50% of total sales. Within international sales, emerging markets are a major contributor.",0000078003,BBG000BR2B91,152818134061.3858,5667340414,5667340000,2834,PHARMACEUTICAL PREPARATIONS,https://www.pfizer.com,CS
UNP,Union Pacific Corp.,"Omaha, Nebraska-based Union Pacific is the largest public railroad in North America. Operating on more than 30,000 miles of track in the western two thirds of the us, UP generated $24 billion of revenue in 2023 by hauling coal, industrial products, intermodal containers, agriculture goods, chemicals, fertilizers, and automotive goods. UP owns about one fourth of Mexican railroad Ferromex and historically derives roughly 10% of its revenue hauling freight to and from Mexico.",0000100885,BBG000BW3299,152527479889.39,610122122,610120000,4011,"RAILROADS, LINE-HAUL OPERATING",https://www.up.com,CS
SPGI,S&P Global Inc.,"S&P Global provides data and benchmarks to capital and commodity market participants. Its ratings business is the largest credit rating agency in the world and S&P's largest segment by profitability. S&P's largest segment by revenue is market intelligence, which provides desktop, data and advisory solutions, enterprise solutions, and credit/risk solutions mostly in the financial-services industry. S&P's other segments include commodity insights (Platts and other data), mobility (Carfax), and indexes.",0000064040,BBG000BP1Q11,151865442000.0,307800000,307800000,7320,"SERVICES-CONSUMER CREDIT REPORTING, COLLECTION AGENCIES",https://www.spglobal.com,CS
DHR,Danaher Corporation,"In 1984, Danaher's founders transformed a real estate organization into an industrial-focused manufacturing company. Then, through a series of mergers, acquisitions, and divestitures, Danaher now focuses primarily on manufacturing scientific instruments and consumables in the life science and diagnostic industries after the late 2023 divestiture of its environmental and applied solutions group, Veralto.",0000313616,BBG000BH3JF8,148814312427.9728,714709852,714710000,3823,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",https://www.danaher.com,CS
GILD,Gilead Sciences Inc,"Gilead Sciences develops and markets therapies to treat life-threatening infectious diseases, with the core of its portfolio focused on HIV and hepatitis B and C. Gilead's acquisition of Pharmasset brought rights to hepatitis C drug Sovaldi, which is also part of newer combination regimens that remain standards of care. Gilead is also growing its presence in the oncology market via acquisitions, led by CAR-T cell therapy Yescarta/Tecartus (from Kite) and breast and bladder cancer therapy Trodelvy (from Immunomedics).",0000882095,BBG000CKGBP2,148756587105.9,1245346062,1245350000,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",https://www.gilead.com,CS
BKNG,Booking Holdings Inc. Common Stock,"Booking is the world's largest online travel agency by sales, offering booking and payment services for hotel and alternative accommodation rooms, airline tickets, rental cars, restaurant reservations, cruises, experiences, and other vacation packages. The company operates several branded travel booking sites, including Booking.com, Agoda, OpenTable, Rentalcars.com, Kayak, and Momondo. Transaction fees for online bookings account for the bulk of revenue and profits.",0001075531,BBG000BLBVN4,147149596172.18997,32815201,32820000,4700,TRANSPORTATION SERVICES,https://www.bookingholdings.com,CS
BLK,"Blackrock, Inc.","BlackRock is the largest asset manager in the world, with $11.475 trillion in assets under management at the end of September 2024. Its product mix is fairly diverse, with 55% of managed assets in equity strategies, 26% in fixed income, 9% in multi-asset classes, 7% in money market funds, and 3% in alternatives. Passive strategies account for around two thirds of long-term AUM, with the company's ETF platform maintaining a leading market share domestically and on a global basis. Product distribution is weighted more toward institutional clients, which by our calculations account for around 80% of AUM. BlackRock is geographically diverse, with clients in more than 100 countries and more than one third of managed assets coming from investors domiciled outside the US and Canada.",0002012383,BBG01PSW2WN4,143252351856.1,155253443,155250000,6211,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",https://www.blackrock.com,CS
CMCSA,Comcast Corp,"Comcast is made up of three parts. The core cable business owns networks capable of providing television, internet access, and phone services to 63 million US homes and businesses, or nearly half of the country. About 50% of the locations in this territory subscribe to at least one Comcast service. Comcast acquired NBCUniversal from General Electric in 2011. NBCU owns several cable networks, including CNBC, MSNBC, and USA, the NBC network, the Peacock streaming platform, several local NBC affiliates, Universal Studios, and several theme parks. Sky, acquired in 2018, is a large television provider in the UK and has invested heavily in proprietary content to build this position. Sky is also a large pay-television provider in Italy and has a presence in Germany and Austria.",0001166691,BBG000BFT2L4,142828128752.775,3781022601,3771580000,4841,CABLE & OTHER PAY TELEVISION SERVICES,https://www.comcastcorporation.com,CS
SYK,Stryker Corporation,"Stryker designs, manufactures, and markets an array of medical equipment, instruments, consumable supplies, and implantable devices. The product portfolio includes hip and knee replacements, extremities, endoscopy systems, operating room equipment, embolic coils, hospital beds and gurneys, and orthopedic robotics. Stryker remains one of the three largest competitors in reconstructive orthopedic implants and holds the leadership position in operating room equipment. Just over one fourth of Stryker's total revenue currently comes from outside the United States.",0000310764,BBG000DN7P92,142626644594.94,381579123,381580000,3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,https://www.stryker.com,CS
HON,"Honeywell International, Inc.","Honeywell traces its roots to 1885 with Albert Butz's firm, Butz Thermo-Electric Regulator, which produced a predecessor to the modern thermostat. Other inventions by Honeywell include biodegradable detergent and autopilot. Today, Honeywell is a global multi-industry behemoth with one of the largest installed bases of equipment. It operates through four business segments: aerospace technologies (37% of 2023 company revenue), industrial automation (29%), energy and sustainability solutions (17%), and building automation (17%). Recently, Honeywell has made several portfolio changes to focus on fewer end markets and align with a set of secular growth trends. The firm is working diligently to expand its installed base, deriving around 30% of its revenue from recurring aftermarket services.",0000773840,BBG000H556T9,141753735158.61002,649918551,650250000,3724,AIRCRAFT ENGINES & ENGINE PARTS,https://www.honeywell.com,CS
LOW,Lowe's Companies Inc.,"Lowe's is the second-largest home improvement retailer in the world, operating more than 1,700 stores in the United States, after the 2023 divestiture of its Canadian locations (RONA, Lowe's Canada, Réno-Dépôt, and Dick's Lumber). The firm's stores offer products and services for home decorating, maintenance, repair, and remodeling, with maintenance and repair accounting for two thirds of products sold. Lowe's targets retail do-it-yourself (around 75% of sales) and do-it-for-me customers as well as commercial and professional business clients (around 25% of sales). We estimate Lowe's captures a high-single-digit share of the domestic home improvement market, based on U.S. Census data and management's market size estimates.",0000060667,BBG000BNDN65,139978258662.435,572192281,572190000,5211,RETAIL-LUMBER & OTHER BUILDING MATERIALS DEALERS,https://www.lowes.com,CS
BSX,Boston Scientific Corp.,"Boston Scientific produces less invasive medical devices that are inserted into the human body through small openings or cuts. It manufactures products for use in angioplasty, blood clot filtration, kidney stone management, cardiac rhythm management, catheter-directed ultrasound imaging, upper gastrointestinal tract diagnostics, interventional oncology, neuromodulation for chronic pain, and treatment of incontinence. The firm markets its devices to healthcare professionals and institutions globally. Foreign sales account for nearly half of the firm's total sales.",0000885725,BBG000C0LW92,139615987528.92,1475778104,1475780000,3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,https://www.bostonscientific.com,CS
DE,Deere & Company,"Deere is the world's leading manufacturer of agricultural equipment and a major producer of construction machinery. The company is divided into four reporting segments: production & precision agriculture (PPA), small agriculture & turf (SAT), construction & forestry (CF), and financial services (FS), its captive finance subsidiary. The core PPA business is the largest contributor to sales and profits by far. Geographically, Deere sales are 60% US/Canada, 17% Europe, 14% Latin America, and 9% rest of world. Deere goes to market through a robust dealer network that includes over 2,000 dealer locations in North America with reach into over 100 countries. John Deere financial provides retail financing for machinery to its customers and wholesale financing for dealers.",0000315189,BBG000BH1NH9,134367535770.255,271413927,271410000,3523,FARM MACHINERY & EQUIPMENT,https://www.deere.com,CS
TJX,"TJX Companies, Inc. (The)","TJX Companies is the leading off-price retailer of apparel, accessories, and home merchandise in the United States. The firm leverages its more than 20,000 global vendor relationships to procure and sell brand-name merchandise at prices 20%-60% cheaper than conventional retail channels. TJX opportunistically purchases excess inventory that stems from manufacturing overruns and retail closeout sales. The off-price retailer disperses its vast and disparate merchandise across its 5,000 global stores, creating a treasure-hunt shopping experience for consumers. Over three quarters of TJX's sales are derived from the United States, primarily via the T.J. Maxx, Marshalls, and HomeGoods banners. About 10% of sales are from Canada and 12% from Europe and Australia.",0000109198,BBG000BV8DN6,132645026631.85501,1124158029,1124160000,5651,RETAIL-FAMILY CLOTHING STORES,https://www.tjx.com,CS
SCHW,The Charles Schwab Corporation,"Charles Schwab operates in brokerage, wealth management, banking, and asset management. It runs a large network of brick-and-mortar brokerage branch offices and a well-established online investing website, and it has mobile trading capabilities. It also operates a bank and a proprietary asset-management business and offers services to independent investment advisors. Schwab is among the largest firms in the investment business, with over $10 trillion of client assets at the end of 2024. Nearly all of its revenue is from the United States.",0000316709,BBG000BSLZY7,128300844460.425,1813567665,1813570000,6211,"SECURITY BROKERS, DEALERS & FLOTATION COMPANIES",https://www.aboutschwab.com,CS
VRTX,Vertex Pharmaceuticals Inc,"Vertex Pharmaceuticals is a global biotechnology company that discovers and develops small-molecule drugs for the treatment of serious diseases. Its key drugs are Kalydeco, Orkambi, Symdeko, and Trikafta/Kaftrio for cystic fibrosis, where Vertex therapies remain the standard of care globally. Vertex has diversified its portfolio through Casgevy, a gene-editing therapy for beta thalassemia and sickle-cell disease. Additionally, Vertex is evaluating small-molecule inhibitors targeting acute and chronic pain using nonopioid treatments, and small-molecule inhibitors of APOL1-mediated kidney diseases. Vertex is also investigating cell therapies to deliver a potential functional cure for type 1 diabetes.",0000875320,BBG000C1S2X2,128189502604.8,256789869,256790000,2834,PHARMACEUTICAL PREPARATIONS,https://www.vrtx.com,CS
BMY,Bristol-Myers Squibb Co.,"Bristol-Myers Squibb discovers, develops, and markets drugs for various therapeutic areas, such as cardiovascular, cancer, and immune disorders. A key focus for Bristol is immuno-oncology, where the firm is a leader in drug development. Bristol derives close to 70% of total sales from the US, showing a higher dependence on the US market than most of its peer group.",0000014272,BBG000DQLV23,126740682396.465,2029312023,2029310000,2834,PHARMACEUTICAL PREPARATIONS,https://www.bms.com,CS
AMAT,Applied Materials Inc,"Applied Materials is the largest semiconductor wafer fabrication equipment, or WFE, manufacturer in the world. Applied Materials has a broad portfolio spanning nearly every corner of the WFE ecosystem. Specifically, Applied Materials holds a market share leadership position in deposition, which entails the layering of new materials on semiconductor wafers. It is more exposed to general-purpose logic chips made at integrated device manufacturers and foundries. It counts the largest chipmakers in the world as customers, including TSMC, Intel, and Samsung.",0000006951,BBG000BBPFB9,126337942979.8,830897356,830900000,3674,SEMICONDUCTORS & RELATED DEVICES,https://www.appliedmaterials.com,CS
C,Citigroup Inc.,"Citigroup is a global financial-services company doing business in more than 100 countries and jurisdictions. Citigroup's operations are organized into five primary segments: services, markets, banking, US personal banking, and wealth management. The bank's primary services include cross-border banking needs for multinational corporates, investment banking and trading, and credit card services in the United States.",0000831001,BBG000FY4S11,126263131500.0,1877100000,1877100000,6021,NATIONAL COMMERCIAL BANKS,https://www.citigroup.com,CS
ADP,Automatic Data Processing,"Automatic Data Processing is a global technology company providing cloud-based human capital management solutions enabling clients to better implement payroll, talent, time, tax, and benefits administration. Additionally, ADP provides human resource outsourcing solutions that allow customers to offload some of their traditional HR tasks. The company operates through two segments: employer services and the professional employer organization services. Employer services consists of the company's HCM products as well as a la carte HRO solutions. PEO services contains ADP's comprehensive HRO solution where it acts as a co-employer with its customer. As of fiscal 2024, ADP serves over 1.1 million clients and pays over 42 million workers across 140 countries.",0000008670,BBG000JG0547,125301994562.745,406870893,406870000,7374,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,https://www.adp.com,CS
FI,"Fiserv, Inc.","Fiserv is a leading provider of core processing and complementary services, such as electronic funds transfer, payment processing, and loan processing, for US banks and credit unions, with a focus on small and midsize banks. Through the merger with First Data in 2019, Fiserv also provides payment processing services for merchants. About 10% of the company's revenue is generated internationally.",0000798354,BBG000BJKPG0,124391184551.4,575725190,575730000,7389,"SERVICES-BUSINESS SERVICES, NEC",https://www.fiserv.com,CS
MDT,Medtronic plc,"One of the largest medical-device companies, Medtronic develops and manufactures therapeutic medical devices for chronic diseases. Its portfolio includes pacemakers, defibrillators, heart valves, stents, insulin pumps, spinal fixation devices, neurovascular products, advanced energy, and surgical tools. The company markets its products to healthcare institutions and physicians in the United States and overseas. Foreign sales account for roughly 50% of the company's total sales.",0001613103,,122047951117.58,1282285681,1282490000,3845,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,https://www.medtronic.com,CS
COP,ConocoPhillips,"ConocoPhillips is a US-based independent exploration and production firm. In 2023, it produced 1.2 million barrels per day of oil and natural gas liquids and 3.1 billion cubic feet per day of natural gas, primarily from Alaska and the Lower 48 in the United States and Norway in Europe and several countries in Asia-Pacific and the Middle East. Proven reserves at year-end 2023 were 6.8 billion barrels of oil equivalent.",0001163165,BBG000BQQH30,118681263621.375,1272380205,1272380000,2911,PETROLEUM REFINING,https://www.conocophillips.com,CS
CB,Chubb Limited,"ACE acquired Chubb in the first quarter of 2016 and assumed the Chubb name. The combination made the new Chubb one of the largest domestic property and casualty insurers, with operations in 54 countries spanning commercial and personal P&C insurance, reinsurance, and life insurance.",0000896159,,117741173300.2,400412084,403100000,6331,"FIRE, MARINE & CASUALTY INSURANCE",https://www.chubb.com,CS
NKE,"Nike, Inc.","Nike is the largest athletic footwear and apparel brand in the world. Key categories include basketball, running, and football (soccer). Footwear generates about two thirds of its sales. Its brands include Nike, Jordan (premium athletic footwear and clothing), and Converse (casual footwear). Nike sells products worldwide through company-owned stores, franchised stores, and third-party retailers. The firm also operates e-commerce platforms in more than 40 countries. Nearly all its production is outsourced to contract manufacturers in more than 30 countries. Nike was founded in 1964 and is based in Beaverton, Oregon.",0000320187,BBG000C5HS04,117501839903.28,1479126887,1181240000,3021,RUBBER & PLASTICS FOOTWEAR,https://www.nike.com,CS
SBUX,Starbucks Corp,"Starbucks is one of the most widely recognized restaurant brands in the world, operating more than 40,000 stores across more than 80 countries as of the end of fiscal 2024. The firm operates in three segments: North America, international markets, and channel development (grocery and ready-to-drink beverage). The coffee chain generates revenue from company-operated stores, royalties, sales of equipment and products to license partners, ready-to-drink beverages, packaged coffee sales, and single-serve products.",0000829224,BBG000CTQBF3,117182653101.28,1135931108,1133800000,5810,RETAIL-EATING & DRINKING PLACES,https://www.starbucks.com,CS
MMC,"Marsh & McLennan Companies, Inc.","Marsh McLennan is a professional services firm that provides advice and solutions in the areas of risk, strategy, and human capital. The company operates through two main segments: risk and insurance services and consulting. In risk and insurance services, the firm offers services via Marsh (an insurance broker) and Guy Carpenter (a risk and reinsurance specialist). The consulting division comprises Mercer (a provider of human resource services) and Oliver Wyman (a management and economic consultancy). About half of its revenue is generated outside the US.",0000062709,BBG000BP4MH0,116393165550.74,491131126,491130000,6411,"INSURANCE AGENTS, BROKERS & SERVICE",https://www.marshmclennan.com,CS
LMT,Lockheed Martin Corp.,"Lockheed Martin is the world's largest defense contractor and has dominated the Western market for high-end fighter aircraft since it won the F-35 Joint Strike Fighter program in 2001. Aeronautics is Lockheed's largest segment, which derives upward of two-thirds of its revenue from the F-35. Lockheed's remaining segments are rotary and mission systems, mainly encompassing the Sikorsky helicopter business; missiles and fire control, which creates missiles and missile defense systems; and space systems, which produces satellites and receives equity income from the United Launch Alliance joint venture.",0000936468,BBG000C1BW00,115825163867.63,235385902,235390000,3760,GUIDED MISSILES & SPACE VEHICLES & PARTS,https://www.lockheedmartin.com,CS
BA,Boeing Company,"Boeing is a major aerospace and defense firm. It operates in three segments: commercial airplanes; defense, space, and security; and global services. Boeing's commercial airplanes segment competes with Airbus in the production of aircraft that can carry more than 130 passengers. Boeing's defense, space, and security segment competes with defense contractors such as Lockheed and Northrop to create military aircraft, satellites, and weaponry. Global services provides aftermarket support to airlines.",0000012927,BBG000BCSST7,111412212568.19,749216318,748180000,3721,AIRCRAFT,https://www.boeing.com,CS
PLD,"PROLOGIS, INC.","Prologis was formed by the June 2011 merger of AMB Property and Prologis Trust. The company develops, acquires, and operates around 1.2 billion square feet of high-quality industrial and logistics facilities across the globe. The company also has a strategic capital business segment that has around $60 billion of third-party AUM. The company is organized into four global divisions (Americas, Europe, Asia, and other Americas) and operates as a real estate investment trust.",0001045609,BBG000B9Z0J8,110421466100.0,926860000,926860000,6798,REAL ESTATE INVESTMENT TRUSTS,https://www.prologis.com,CS
ADI,"Analog Devices, Inc.","Analog Devices is a leading analog, mixed-signal, and digital-signal processing chipmaker. The firm has a significant market share lead in converter chips, which are used to translate analog signals to digital and vice versa. The company serves tens of thousands of customers; more than half of its chip sales are to industrial and automotive end markets. ADI's chips are also incorporated into wireless infrastructure equipment.",0000006281,BBG000BB6G37,107621937046.17,495976483,495980000,3674,SEMICONDUCTORS & RELATED DEVICES,https://www.analog.com,CS
BX,Blackstone Inc.,"Blackstone is the world's largest alternative-asset manager with $1.108 trillion in total asset under management, including $820.5 billion in fee-earning assets under management, at the end of September 2024. The company has four core business segments: private equity (25% of fee-earning AUM and 30% of base management fees), real estate (35% and 39%), credit and insurance (31% and 24%), and multi-asset investing (9% and 7%). While the firm primarily serves institutional investors (87% of AUM), it also caters to clients in the high-net-worth channel (13%). Blackstone operates through 25 offices in the Americas (8), Europe and the Middle East (9), and the Asia-Pacific region (8).",0001393818,BBG000BH0106,107603010447.435,766212201,729420000,6282,INVESTMENT ADVICE,https://www.blackstone.com,CS
UPS,"United Parcel Service, Inc. Class B","As the world's largest parcel delivery company, UPS manages a massive fleet of more than 500 planes and 100,000 vehicles, along with many hundreds of sorting facilities, to deliver an average of about 22 million packages per day to residences and businesses across the globe. UPS' domestic US package operations generate around 64% of total revenue while international package makes up 20%. Air and ocean freight forwarding, truckload brokerage, and contract logistics make up the remainder. UPS is currently pursuing ""strategic alternatives"" for its truck brokerage unit, Coyote, which it acquired in 2015.",0001090727,BBG000L9CV04,103872142599.76,853369558,731370000,4210,TRUCKING & COURIER SERVICES (NO AIR),https://www.ups.com,CS
KKR,KKR & Co. Inc.,"KKR is one of the world's largest alternative asset managers, with $624.4 billion in total managed assets, including $505.7 billion in fee-earning AUM, at the end of September 2024. The company has two core segments: asset management (which includes private markets-private equity, credit, infrastructure, energy, and real estate-and public markets-primarily credit and hedge/investment fund platforms) and insurance (following the firm's initial investment in, and then ultimate purchase of, Global Atlantic Financial Group, which is engaged in retirement/annuity and life insurance lines as well as reinsurance).",0001404912,BBG000BCQ6J8,102388638938.91,888250533,888250000,6282,INVESTMENT ADVICE,https://www.kkr.com,CS
MO,"Altria Group, Inc.","Altria comprises Philip Morris USA, US Smokeless Tobacco, John Middleton, Horizon Innovations, and Helix Innovations. Through its tobacco subsidiaries, Altria maintains the leading position in cigarettes and smokeless tobacco in the United States and the number-two spot in machine-made cigars. The company's Marlboro brand is the leading cigarette brand in the US with 42% annual share in 2023. Beyond its core business, it holds an 8% interest in the world's largest brewer, Anheuser-Busch InBev, a 42% stake in cannabis manufacturer Cronos, acquired Njoy Holdings in 2023, and operates a joint venture with Japan Tobacco in the heated tobacco category. It also recently disposed of its investment in Juul Labs.",0000764180,BBG000BP6LJ8,101349725083.2,1706224328,1706220000,2111,CIGARETTES,https://www.altria.com,CS
AMT,American Tower Corporation,"American Tower owns and operates more than 220,000 cell towers throughout the US, Asia, Latin America, Europe, and Africa. It also owns and/or operates 28 data centers in 10 US markets after acquiring CoreSite. On its towers, the company has a very concentrated customer base, with most revenue in each market being generated by just the top few mobile carriers. The company operates more than 40,000 towers in the US, which accounted for almost half of the company's total revenue in 2023. Outside the US, American Tower operates over 75,000 towers in India, almost 50,000 towers in Latin America (dominated by Brazil), 30,000 towers in Europe, and nearly 25,000 towers in Africa. American Tower operates as a REIT.",0001053507,BBG000B9XYV2,100526682902.8,467457256,467460000,6798,REAL ESTATE INVESTMENT TRUSTS,https://www.americantower.com,CS
MU,"Micron Technology, Inc.","Micron is one of the largest semiconductor companies in the world, specializing in memory and storage chips. Its primary revenue stream comes from dynamic random access memory, or DRAM, and it also has minority exposure to not-and or NAND, flash chips. Micron serves a global customer base, selling chips into data centers, mobile phones, consumer electronics, and industrial and automotive applications. The firm is vertically integrated.",0000723125,BBG000C5Z1S3,98671066297.92,1114171932,1114170000,3674,SEMICONDUCTORS & RELATED DEVICES,https://www.micron.com,CS
ICE,Intercontinental Exchange  Inc.,"Intercontinental Exchange is a vertically integrated operator of financial exchanges and provides ancillary data products. Though the company is probably best known for its ownership of the New York Stock Exchange, which it acquired in 2013, ICE operates a large derivatives exchange, too. The company's largest commodity futures product is the ICE Brent crude futures contract. In addition to the exchanges business, which is about 54% of net revenue, Intercontinental Exchange has used a series of acquisitions to create its mortgage technology business (22% of net revenue) and fixed-income and data services segment (24% of net revenue).",0001571949,BBG000C1FB75,98224735299.39001,574564858,574570000,6200,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",https://www.theice.com,CS
ANET,Arista Networks,"Arista Networks is a networking equipment provider that primarily sells Ethernet switches and software to data centers. Its marquee product is its extensible operating system, or EOS, that runs a single image across every single one of its devices. The firm operates as one reportable segment. It has steadily gained market share since its founding in 2004, with a focus on high-speed applications. Arista counts Microsoft and Meta Platforms as its largest customers and derives roughly three quarters of its sales from North America.",0001596532,BBG000N2HDY5,97055994988.15999,1261122596,1261120000,3576,COMPUTER COMMUNICATIONS EQUIPMENT,https://www.arista.com,CS
LRCX,Lam Research Corp,"Lam Research is one of the largest semiconductor wafer fabrication equipment manufacturers in the world. It specializes in deposition and etch, which entail the buildup of layers on a semiconductor and the subsequent selective removal of patterns from each layer. Lam holds the top market share in etch and holds the clear second share in deposition. It is more exposed to memory chipmakers for DRAM and NAND chips. It counts as top customers the largest chipmakers in the world, including TSMC, Samsung, Intel, and Micron.",0000707549,BBG000BNFLM9,96845879589.99998,1283662000,1283660000,3559,"SPECIAL INDUSTRY MACHINERY, NEC",https://www.lamresearch.com,CS
ELV,"Elevance Health, Inc.","Elevance Health remains one of the leading health insurers in the U.S., providing medical benefits to 47 million medical members as of December 2023. The company offers employer, individual, and government-sponsored coverage plans. Elevance differs from its peers in its unique position as the largest single provider of Blue Cross Blue Shield branded coverage, operating as the licensee for the Blue Cross Blue Shield Association in 14 states. Through acquisitions, such as the Amerigroup deal in 2012 and MMM in 2021, Elevance's reach expands beyond those states through government-sponsored programs such as Medicaid and Medicare Advantage plans, too.",0001156039,BBG000BCG930,94993295500.575,227351871,227350000,6324,HOSPITAL & MEDICAL SERVICE PLANS,https://www.elevancehealth.com,CS
CME,CME Group Inc.,"Based in Chicago, CME Group operates exchanges giving investors, suppliers, and businesses the ability to trade futures and derivatives based on interest rates, equity indexes, foreign currencies, energy, metals, and commodities. The Chicago Mercantile Exchange was founded in 1898 and in 2002 completed its IPO. Since then, CME Group has consolidated parts of the industry by merging with crosstown rival CBOT Holdings in 2007 before acquiring Nymex Holdings in 2008 and NEX in 2018. In addition, the company has a 27% stake in S&P Dow Jones Indices, making the Chicago Mercantile Exchange the exclusive venue to trade and clear S&P futures contracts. Through CME's acquisition of NEX, it also expanded into cash foreign exchange, fixed-income trading, and collateral optimization.",0001156375,BBG000BHLYP4,93981427266.85999,359269954,360350000,6200,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",https://www.cmegroup.com,CS
