ticker,name,description,cik,composite_figi,market_cap,weighted_shares_outstanding,share_class_shares_outstanding,sic_code,sic_description,homepage_url,type
MAR,Marriot International Class A Common Stock,"Marriott operates 1.7 million rooms across roughly 30 brands. At the end of 2024, luxury represented roughly 10% of total rooms, premium was 43%, select service was 45%, midscale was 1%, and other was 1%. Marriott, Courtyard, and Sheraton are the largest brands, while Autograph, Tribute, Moxy, Aloft, and Element are newer lifestyle brands. Managed and franchised represented 98% of total rooms as of Dec. 31, 2024. North America makes up 62% of total rooms. Managed, franchise, and incentive fees represent the vast majority of revenue and profitability for the company.",0001048286,BBG000BGD7W6,71326509022.06999,275695298.0,275700000,7011,HOTELS & MOTELS,https://www.marriott.com,CS
MU,"Micron Technology, Inc.","Micron is one of the largest semiconductor companies in the world, specializing in memory and storage chips. Its primary revenue stream comes from dynamic random access memory, or DRAM, and it also has minority exposure to not-and or NAND, flash chips. Micron serves a global customer base, selling chips into data centers, mobile phones, consumer electronics, and industrial and automotive applications. The firm is vertically integrated.",0000723125,BBG000C5Z1S3,98671066297.92,1114171932.0,1114170000,3674,SEMICONDUCTORS & RELATED DEVICES,https://www.micron.com,CS
XEL,"Xcel Energy, Inc.","Xcel Energy manages utilities serving 3.8 million electric customers and 2.2 million natural gas customers in eight states. Its utilities are Northern States Power, which serves customers in Minnesota, North Dakota, South Dakota, Wisconsin, and Michigan; Public Service Company of Colorado; and Southwestern Public Service Company, which serves customers in Texas and New Mexico. It is one of the largest renewable energy suppliers in the US with more than half of its electricity sales coming from carbon-free energy.",0000072903,BBG000BCTQ65,39807883403.79,574552694.0,574550000,4931,ELECTRIC & OTHER SERVICES COMBINED,https://www.xcelenergy.com,CS
EXC,Exelon Corporation,"Exelon serves approximately 10 million power and gas customers at its six regulated utilities in Illinois, Pennsylvania, Maryland, New Jersey, Delaware, and Washington, D.C.",0001109357,BBG000J6XT05,44380337481.549995,1005217157.0,1005220000,4931,ELECTRIC & OTHER SERVICES COMBINED,https://www.exeloncorp.com,CS
PEP,"PepsiCo, Inc.","PepsiCo is a global leader in snacks and beverages, owning well-known household brands including Pepsi, Mountain Dew, Gatorade, Lay's, Cheetos, and Doritos, among others. The company dominates the global savory snacks market and also ranks as the second-largest beverage provider in the world (behind Coca-Cola) with diversified exposure to carbonated soft drinks, or CSD, as well as water, sports, and energy drink offerings. Convenience foods account for approximately 55% of its total revenue, with beverages making up the rest. Pepsi owns the bulk of its manufacturing and distribution capacity in the US and overseas. International markets make up 40% of total sales and one third of operating profits.",0000077476,BBG000DH7JK6,217158422877.0,1371989025.0,1371990000,2080,BEVERAGES,https://www.pepsico.com,CS
ROP,"Roper Technologies, Inc. Common Stock","Roper Technologies is a diversified technology company that operates three segments: application software, network software, and technology enabled products. Roper acquires asset light, cash generative businesses and deploys excess cash to acquire further portfolio companies. The firm operates a highly decentralized model with portfolio company management holding autonomy and accountability for key operational decisions, and a small, centralized team overseeing capital deployment and providing executive coaching and reviewing strategic goals.",0000882835,BBG000F1ZSN5,62793499793.25,107385207.0,107390000,3823,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL",https://www.ropertech.com,CS
TXN,Texas Instruments Incorporated,"Dallas-based Texas Instruments generates over 95% of its revenue from semiconductors and the remainder from its well-known calculators. Texas Instruments is the world's largest maker of analog chips, which are used to process real-world signals such as sound and power. Texas Instruments also has a leading market share position in processors and microcontrollers used in a wide variety of electronics applications.",0000097476,BBG000BVV7G1,171373922218.80002,909917820.0,909920000,3674,SEMICONDUCTORS & RELATED DEVICES,https://www.ti.com,CS
AXON,"Axon Enterprise, Inc. Common Stock","Axon Enterprise Inc is building a public safety operating system by integrating a suite of hardware devices and cloud software solutions. The company's suite includes cloud-hosted digital evidence management solutions, productivity and real-time operations software, body cameras, in-car cameras, TASER energy devices, drones and robotic security, and training solutions. The company's operation comprises of two operating segments, Software and Sensors, and TASER. The company generates the majority of its revenue from the Software and Sensors segment, which is engaged in developing, manufacturing, and selling fully integrated hardware and cloud-based software solutions that enable law enforcement to capture, securely store, manage, share, and analyze video and other digital evidence.",0001069183,BBG000BHJWG1,38845697164.020004,76623266.0,76620000,3480,"ORDNANCE & ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)",https://www.axon.com,CS
MDLZ,"Mondelez International, Inc. Class A","Mondelez has operated as an independent organization since its split from the former Kraft Foods North American grocery business in October 2012. The firm is a leading player in the global snack enclave with a presence in the biscuit (49% of sales), chocolate (30%), gum/candy (12%), beverage (3%), and cheese and grocery (6%) aisles, as of the end of fiscal 2023. Mondelez's portfolio includes well-known brands like Oreo, Chips Ahoy, Halls, and Cadbury, among others. The firm derives around one third of revenue from developing markets, just more than one third from Europe, and the remainder from North America.",0001103982,BBG000D4LWF6,93962199210.9,1341359018.0,1341360000,2000,FOOD AND KINDRED PRODUCTS,https://www.mondelezinternational.com,CS
NFLX,NetFlix Inc,"Netflix's relatively simple business model involves only one business, its streaming service. It has the biggest television entertainment subscriber base in both the United States and the collective international market, with more than 300 million subscribers globally. Netflix has exposure to nearly the entire global population outside of China. The firm has traditionally avoided a regular slate of live programming or sports content, instead focusing on on-demand access to episodic television, movies, and documentaries. The firm introduced ad-supported subscription plans in 2022, giving the firm exposure to the advertising market in addition to the subscription fees that have historically accounted for nearly all its revenue.",0001065280,BBG000CL9VN6,369432419415.0,427757100.0,427760000,7841,SERVICES-VIDEO TAPE RENTAL,https://www.netflix.com,CS
GOOGL,Alphabet Inc. Class A Common Stock,"Alphabet is a holding company that wholly owns internet giant Google. The California-based company derives slightly less than 90% of its revenue from Google services, the vast majority of which is advertising sales. Alongside online ads, Google services houses sales stemming from Google's subscription services (YouTube TV, YouTube Music among others), platforms (sales and in-app purchases on Play Store), and devices (Chromebooks, Pixel smartphones, and smart home products such as Chromecast). Google's cloud computing platform, or GCP, accounts for roughly 10% of Alphabet's revenue with the firm's investments in up-and-coming technologies such as self-driving cars (Waymo), health (Verily), and internet access (Google Fiber) making up the rest.",0001652044,BBG009S39JX6,2011837600000.0,12190000000.0,5833000000,7370,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",https://www.abc.xyz,CS
DXCM,"DexCom, Inc.","Dexcom designs and commercializes continuous glucose monitoring systems for diabetic patients. CGM systems serve as an alternative to the traditional blood glucose meter process, and the company is evolving its CGM systems to provide integration with insulin pumps from Insulet and Tandem for automatic insulin delivery.",0001093557,BBG000QTF8K1,29164898250.72,400726824.0,400730000,3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,https://www.dexcom.com,CS
TMUS,"T-Mobile US, Inc.","Deutsche Telekom merged its T-Mobile USA unit with prepaid specialist MetroPCS in 2013, and that firm merged with Sprint in 2020, creating the second-largest wireless carrier in the us. T-Mobile now serves 77 million postpaid and 21 million prepaid phone customers, equal to around 30% of the us retail wireless market. The firm entered the fixed-wireless broadband market aggressively in 2021 and now serves more than 5 million residential and business customers. In addition, T-Mobile provides wholesale services to resellers.",0001283699,BBG000NDV1D4,303515769314.92,1141744952.0,1141750000,4812,RADIOTELEPHONE COMMUNICATIONS,https://www.t-mobile.com,CS
LULU,lululemon athletica inc.,"Lululemon Athletica designs, distributes, and markets athletic apparel, footwear, and accessories for women, men, and girls. Lululemon offers pants, shorts, tops, and jackets for both leisure and athletic activities such as yoga and running. The company also sells fitness accessories, such as bags, yoga mats, and equipment. Lululemon sells its products through more than 700 company-owned stores in about 20 countries, e-commerce, outlets, and wholesale accounts. The company was founded in 1998 and is based in Vancouver, Canada.",0001397187,BBG000R8ZVD1,40821837580.0,121783525.0,117660000,2300,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,https://www.lululemon.com,CS
MELI,"Mercado Libre, Inc","MercadoLibre runs the largest e-commerce marketplace in Latin America, with more than 218 million active users and 1 million active sellers across 18 countries stitching into its commerce network or fintech solutions when last reported. The company operates a host of complementary businesses to its core online shop, with shipping solutions (Mercado Envios), a payment and financing operation (Mercado Pago and Mercado Credito), advertisements (Mercado Clics), classifieds, and a turnkey e-commerce solution (Mercado Shops) rounding out its arsenal. MercadoLibre generates revenue from final value fees, advertising royalties, payment processing, insertion fees, subscription fees, and interest income from consumer and small-business lending.",0001099590,BBG000GQPB11,98439093037.5,50697375.0,50700000,7389,"SERVICES-BUSINESS SERVICES, NEC",https://www.mercadolibre.com,CS
KDP,Keurig Dr Pepper Inc.,"Keurig Dr Pepper was established in 2018 following a merger between Keurig Green Mountain Coffee and Dr Pepper Snapple. The company manufactures and distributes coffee systems (including coffee brewers and single-serve coffee pods) under the Keurig and Green Mountain brands, as well as ready-to-drink beverages including flavored (non-cola) sparkling soft drinks under well-known brands such as Dr Pepper, Snapple, and Canada Dry. The company controls production and route to market for its own brands through in-house manufacturing plants and distribution infrastructure and leverages these facilities to manufacture and distribute for third-party coffee and beverage brands via licensing and partnership agreements. The US and Canada make up 95% of revenue, with the rest from Mexico.",0001418135,BBG000TJM7F0,46027773502.225,1356750877.0,1356750000,2080,BEVERAGES,https://www.keurigdrpepper.com,CS
AVGO,Broadcom Inc. Common Stock,"Broadcom is the sixth-largest semiconductor company globally and has expanded into various software businesses, with over $30 billion in annual revenue. It sells 17 core semiconductor product lines across wireless, networking, broadband, storage, and industrial markets. It is primarily a fabless designer but holds some manufacturing in-house, like for its best-of-breed FBAR filters that sell into the Apple iPhone. In software, it sells virtualization, infrastructure, and security software to large enterprises, financial institutions, and governments.Broadcom is the product of consolidation. Its businesses are an amalgamation of former companies like legacy Broadcom and Avago Technologies in chips, as well as Brocade, CA Technologies, and Symantec in software.",0001730168,BBG00KHY5S69,864120753658.26,4701930317.0,4701930000,3674,SEMICONDUCTORS & RELATED DEVICES,https://www.broadcom.com,CS
VRSK,"Verisk Analytics, Inc. Common Stock","Verisk Analytics is the leading provider of statistical, actuarial, and underwriting data for the United States' property and casualty insurance industry. Verisk leverages a vast contributory database and proprietary data assets to develop analytical tools helping insurance providers to better assess and price risk, achieve operational efficiency and optimize claim settlement processes. While Verisk also offers tools to quantify costs after loss events occur and to detect fraudulent activity, it is expanding into adjacent markets of life insurance, marketing, and non-US operations.",0001442145,BBG000BCZL41,42455984098.9,140276165.0,140280000,7374,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,https://www.verisk.com,CS
FTNT,"Fortinet, Inc.","Fortinet is a platform-based cybersecurity vendor with product offerings covering network security, cloud security, zero-trust access, and security operations. The firm derives a majority of its revenue through sales of its subscriptions and support-based business. The California-based firm has more than 700,000 customers across the world.",0001262039,BBG000BCMBG4,77469880720.8,764907985.0,763940000,3577,"COMPUTER PERIPHERAL EQUIPMENT, NEC",https://www.fortinet.com,CS
CHTR,Charter Comm Inc Del CL A New,"Charter is the product of the 2016 merger of three cable companies, each with a decades-long history in the business: Legacy Charter, Time Warner Cable, and Bright House Networks. The firm now holds networks capable of providing television, internet access, and phone services to roughly 57 million US homes and businesses, around 35% of the country. Across this footprint, Charter serves 29 million residential and 2 million commercial customer accounts under the Spectrum brand, making it the second-largest US cable company behind Comcast. The firm also owns, in whole or in part, sports and news networks, including Spectrum SportsNet (long-term local rights to Los Angeles Lakers games), SportsNet LA (Los Angeles Dodgers), SportsNet New York (New York Mets), and Spectrum News NY1.",0001091667,BBG000VPGNR2,52737901800.88,141947896.0,141950000,4841,CABLE & OTHER PAY TELEVISION SERVICES,https://corporate.charter.com,CS
TSLA,"Tesla, Inc. Common Stock","Tesla is a vertically integrated battery electric vehicle automaker and developer of autonomous driving software. The company has multiple vehicles in its fleet, which include luxury and midsize sedans, crossover SUVs, a light truck, and a semi truck. Tesla also plans to begin selling more affordable vehicles, a sports car, and a robotaxi. Global deliveries in 2024 were a little below 1.8 million vehicles. The company sells batteries for stationary storage for residential and commercial properties including utilities and solar panels and solar roofs for energy generation. Tesla also owns a fast-charging network.",0001318605,BBG000N9MNX3,772789762307.66,3210059659.0,3210060000,3711,MOTOR VEHICLES & PASSENGER CAR BODIES,https://www.tesla.com,CS
NXPI,NXP Semiconductors N.V.,"NXP Semiconductors is a leading supplier of high-performance mixed-signal products. The firm acquired Freescale Semiconductor in 2015 and now has significant market share in the automotive market, where it supplies microcontrollers and analog chips into automotive clusters, powertrains, infotainment systems, and radars. NXP Semiconductors also serves industrial and Internet of Things, mobile, and communications infrastructure.",0001413447,,54294994647.36,253620117.0,253620000,3674,SEMICONDUCTORS & RELATED DEVICES,https://www.nxp.com,CS
FANG,"Diamondback Energy, Inc.","Diamondback Energy is an independent oil and gas producer in the United States. The company operates exclusively in the Permian Basin. At the end of 2024, the company reported net proven reserves of 3.6 billion barrels of oil equivalent. Net production averaged about 598,000 barrels per day in 2024, at a ratio of 56% oil, 23% natural gas liquids, and 21% natural gas.",0001539838,BBG002PHSYX9,40181632664.85,289440898.0,289440000,1311,CRUDE PETROLEUM & NATURAL GAS,https://www.diamondbackenergy.com,CS
META,"Meta Platforms, Inc. Class A Common Stock","Meta is the largest social media company in the world, boasting close to 4 billion monthly active users worldwide. The firm's ""Family of Apps,"" its core business, consists of Facebook, Instagram, Messenger, and WhatsApp. End users can leverage these applications for a variety of different purposes, from keeping in touch with friends to following celebrities and running digital businesses for free. Meta packages customer data, gleaned from its application ecosystem and sells ads to digital advertisers. While the firm has been investing heavily in its Reality Labs business, it remains a very small part of Meta's overall sales.",0001326801,BBG000MM2P62,1500838402215.4001,2533659265.0,2189900000,7370,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",https://about.meta.com,CS
PANW,"Palo Alto Networks, Inc. Common Stock","Palo Alto Networks is a platform-based cybersecurity vendor with product offerings covering network security, cloud security, and security operations. The California-based firm has more than 80,000 enterprise customers across the world, including more than three fourths of the Global 2000.",0001327567,BBG0014GJCT9,57007081869.399994,327250757.0,327250000,3577,"COMPUTER PERIPHERAL EQUIPMENT, NEC",https://www.paloaltonetworks.com,CS
WDAY,"Workday, Inc. Class A Common Stock","Workday is a software company that offers human capital management, or HCM, financial management, and business planning solutions. Known for being a cloud-only software provider, Workday was founded in 2005 and is headquartered in Pleasanton, California.",0001327811,BBG000VC0T95,65602250000.0,266000000.0,214000000,7374,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,https://www.workday.com,CS
CDW,CDW Corporation,"CDW Corp is a multi-brand provider of information technology (""IT"") solutions to small, medium, and large business, government, education, and healthcare customers in the United States, the United Kingdom, and Canada. The company's broad array of offerings ranges from discrete hardware and software products to integrated IT solutions and services that include on-premise and cloud capabilities across hybrid infrastructure, digital experience, and security. The company has five operating segments namely, Corporate, Small Business, Public, CDW UK, and CDW Canada. The Corporate segment generates the majority of its revenue and serves USA private sector business customers.",0001402057,BBG001P63B80,22661478373.92,132492273.0,132490000,5961,RETAIL-CATALOG & MAIL-ORDER HOUSES,https://www.cdw.com,CS
GOOG,Alphabet Inc. Class C Capital Stock,"Alphabet is a holding company. Internet media giant Google is a wholly owned subsidiary. Google services account for nearly 90% of Alphabet's revenue, of which more than 85% is from online ads. Other Google services revenue is from sales of apps and content on Google Play and YouTube, as well as sales of hardware such as Chromebooks, the Pixel smartphone, and smart home products, which include Nest and Google Home. Google's cloud computing offerings account for a bit more than 10% of total Alphabet revenue. Alphabet's moonshot investments are in its other bets segment, where it bets on technology to enhance health (Verily), provide faster internet access (Google Fiber), enable self-driving cars (Waymo), and more.",0001652044,BBG009S3NB30,2063662420000.0,12358000000.0,5627980000,7370,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",https://www.abc.xyz,CS
PYPL,"PayPal Holdings, Inc. Common Stock","PayPal was spun off from eBay in 2015 and provides electronic payment solutions to merchants and consumers, with a focus on online transactions. The company had 434 million active accounts at the end of 2024. The company also owns Venmo, a person-to-person payment platform.",0001633917,BBG0077VNXV6,67733430688.44,989242452.0,989240000,7389,"SERVICES-BUSINESS SERVICES, NEC",https://www.paypal.com,CS
KHC,The Kraft Heinz Company Common Stock,"In July 2015, Kraft merged with Heinz to create the third-largest food and beverage manufacturer in North America behind PepsiCo and Nestle and the fifth-largest player in the world. Beyond its namesake brands, the combined firm's portfolio includes Oscar Mayer, Velveeta, and Philadelphia. While the retail channel drives around 85% of its total sales, the firm has a growing presence in foodservice. Outside North America, Kraft Heinz's global reach counts a distribution network in Europe and emerging markets that drives 20%-25% of its consolidated sales base, as its products are sold in more than 190 countries and territories.",0001637459,BBG005CPNTQ2,40284342187.85,1214298182.0,1214300000,2030,"CANNED, FROZEN & PRESERVD FRUIT, VEG & FOOD SPECIALTIES",https://www.kraftheinzcompany.com,CS
TEAM,Atlassian Corporation Class A Common Stock,"Atlassian produces software that helps teams work together more efficiently and effectively. The company provides project planning and management software, collaboration tools, and IT help desk solutions. The company operates in four segments: subscriptions (term licenses and cloud agreements), maintenance (annual maintenance contracts that provide support and periodic updates and are generally attached to perpetual license sales), perpetual license (upfront sale for indefinite usage of the software), and other (training, strategic consulting, and revenue from the Atlassian Marketplace app store). Atlassian was founded in 2002 and is headquartered in Sydney.",0001650372,BBG01BGWHFR5,58089397844.79,262000306.0,163990000,7372,SERVICES-PREPACKAGED SOFTWARE,https://www.atlassian.com,CS
CCEP,Coca-Cola Europacific Partners plc Ordinary Shares,"CCEP is the second-largest bottling partner in the Coca-Cola system by volume, behind Coca-Cola Femsa, and primarily operates in developed Europe, Australasia, and South-East Asia.In 2024, CCEP sold 3.9 billion unit cases of beverages, which we estimate equates to roughly 9% of the global Coke system volume. Coke's largest bottler, Coca-Cola Femsa sold over 4 billion unit cases (12%), and the third-largest, Coca-Cola HBC, serving Eastern Europe and North Africa, sold 2.8 billion unit cases (8%).TCCC owns 19% of the equity of CCEP, Olive Partners, a holding company of bottling operations, owns a further 36%, and the remaining 45% is free float.",0001650107,,37969394031.28,460290872.0,460370000,,,https://www.cocacolaep.com,CS
TTD,"The Trade Desk, Inc.","The Trade Desk provides a self-service platform that helps advertisers and ad agencies programmatically find and purchase digital ad inventory (display, video, audio, and social) on different devices like computers, smartphones, and connected TVs. It utilizes data in an iterative manner to optimize the performance of ad impressions purchased. The firm's platform is referred to as a demand-side platform in the digital ad industry and it generates revenue from fees based on a percentage of what its clients spend on advertising.",0001671933,BBG00629NGT2,31196528906.945,496088557.0,452430000,7370,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",https://www.thetradedesk.com,CS
BKR,Baker Hughes Company,"Baker Hughes Company is an energy technology company with a portfolio of technologies and services that span the energy and industrial value chain. Baker Hughes is an energy technology company with two main segments: Oilfield Services and Equipment (OFSE) and Industrial and Energy Technology (IET). OFSE offers products and services for oilfield operations throughout a well's lifecycle. IET provides solutions for mechanical-drive, compression, and power-generation applications across energy industries, including oil, gas, LNG, refining, and petrochemicals. It also focuses on lower-carbon solutions for broader energy and industrial sectors. Key revenue is generated from non USA regions.",0001701605,BBG00GBVBK51,41812423594.42,990111854.0,990110000,3533,OIL & GAS FIELD MACHINERY & EQUIPMENT,https://www.bakerhughes.com,CS
MDB,"MongoDB, Inc. Class A","Founded in 2007, MongoDB is a document-oriented database. MongoDB provides both licenses as well as subscriptions as a service for its NoSQL database. MongoDB's database is compatible with all major programming languages and is capable of being deployed for a variety of use cases.",0001441816,BBG0022FDRY8,14436729971.51,80467811.0,74470000,7372,SERVICES-PREPACKAGED SOFTWARE,https://www.mongodb.com,CS
ZS,"Zscaler, Inc. Common Stock","Zscaler is a software-as-a-service, or SaaS, firm focusing on providing cloud-native cybersecurity solutions to primarily enterprise customers. Zscaler's offerings can be broadly partitioned into Zscaler Internet Access, which provides secure access to external applications, and Zscaler Private Access, which provides secure access to internal applications. The firm is headquartered in San Jose, California, and went public in 2018.",0001713683,BBG003338H34,30620211605.88,153438623.0,153440000,7371,SERVICES-COMPUTER PROGRAMMING SERVICES,https://www.zscaler.com,CS
PDD,PDD Holdings Inc. American Depositary Shares,"PDD Holdings is a multinational commerce group that owns and operates a portfolio of businesses. PDD aims to bring more businesses and people into the digital economy so that local communities and small businesses can benefit from the increased productivity and new opportunities. PDD has built a network of sourcing, logistics, and fulfillment capabilities that support its underlying businesses.",0001737806,BBG00LBLDDR2,160069701084.9,1388770615.0,5555080000,,,https://www.pddholdings.com,ADRC
CRWD,"CrowdStrike Holdings, Inc. Class A Common Stock","CrowdStrike is a cloud-based cybersecurity company specializing in next-generation security verticals such as endpoint, cloud workload, identity, and security operations. CrowdStrike's primary offering is its Falcon platform that offers a proverbial single pane of glass for an enterprise to detect and respond to security threats attacking its IT infrastructure. The Texas-based firm was founded in 2011 and went public in 2019.",0001535527,BBG00BLYKS03,75818987694.4512,246311412.0,233850000,7372,SERVICES-PREPACKAGED SOFTWARE,https://www.crowdstrike.com,CS
DDOG,"Datadog, Inc. Class A Common Stock","Datadog is a cloud-native company that focuses on analyzing machine data. The firm's product portfolio, delivered via software as a service, allows a client to monitor and analyze its entire IT infrastructure. Datadog's platform can ingest and analyze large amounts of machine-generated data in real time, allowing clients to utilize it for a variety of applications throughout their businesses.",0001561550,BBG003NJHZT9,37577219074.08,342764016.0,317260000,7372,SERVICES-PREPACKAGED SOFTWARE,https://www.datadog.com,CS
PLTR,Palantir Technologies Inc. Class A Common Stock,"Palantir is an analytical software company that focuses on leveraging data to create efficiencies in its clients' organizations. The firm serves commercial and government clients via its Foundry and Gotham platforms, respectively. Palantir works only with entities in Western-allied nations and reserves the right not to work with anyone that is antithetical to Western values. The Denver-based company was founded in 2003 and went public in 2020.",0001321655,BBG000N7QR55,187956870390.84,2345356506.0,2248950000,7372,SERVICES-PREPACKAGED SOFTWARE,https://www.palantir.com,CS
ABNB,"Airbnb, Inc. Class A Common Stock","Started in 2008, Airbnb is the world's largest online alternative accommodation travel agency, also offering booking services for boutique hotels and experiences. Airbnb's platform offered over 8 million active accommodation listings as of Dec. 31, 2024. Listings from the company's over 5 million hosts are spread over almost every country in the world. In 2024, 45% of revenue was from the North American region, 37% from Europe, Middle East, and Africa, 9% from Latin America, and 9% from Asia-Pacific. Transaction fees for online bookings account for all its revenue.",0001559720,BBG001Y2XS07,82016827068.0,621339599.0,432880000,7340,SERVICES-TO DWELLINGS & OTHER BUILDINGS,https://www.airbnb.com,CS
DASH,"DoorDash, Inc. Class A Common Stock","Founded in 2013 and headquartered in San Francisco, DoorDash is an online delivery demand aggregator. Consumers can use its app to order food items on-demand for delivery or in-store from merchants. Through the acquisition of Wolt in 2022, the firm also provides this service in Europe and Asia. DoorDash creates a marketplace for merchants to establish a presence online, market their offerings, and meet demand through delivery. The firm provides similar service to nonrestaurant businesses, such as grocery, retail, and pet supplies. Dash is also rolling out nascent technology like drone delivery in an effort to continually innovate and provide the best possible service to supply-side and demand-side contingents of its marketplace.",0001792789,BBG005D7QCJ3,71839581084.62999,420096084.0,394490000,7389,"SERVICES-BUSINESS SERVICES, NEC",https://www.doordash.com,CS
APP,Applovin Corporation Class A Common Stock,AppLovin Corp is a mobile app technology company that focuses on growing the mobile app ecosystem by enabling the success of mobile app developers. Its software solutions provide tools for developers to grow their businesses by automating and optimizing the marketing and monetization of their applications. The company has two segments: Advertising and Apps. The majority of its revenue comes from the Advertising segment.,0001751008,BBG006HFPX77,81338406349.06,339958231.0,309270000,7370,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",https://www.applovin.com,CS
GFS,GlobalFoundries Inc. Ordinary Shares,"GlobalFoundries is a top-five contract semiconductor manufacturer globally. It was originally the manufacturing arm of Advanced Micro Devices before it was spun out in 2009. The foundry sells chips into a range of end markets including smartphones, PCs, Internet of Things, data centers, automotive, industrial, and so on, but primarily focuses on more mature process technologies. Until 2021, the firm was privately held by Mubadala Investment, the sovereign wealth fund of the United Arab Emirates. GlobalFoundries merged with Chartered Semiconductor Manufacturing in 2009 and acquired IBM's chipmaking business in 2015. GF is headquartered in Malta, New York, and employs about 13,000 people.",0001709048,,22410143786.699997,552654594.0,555510000,,,https://www.gf.com,CS
CEG,Constellation Energy Corporation Common Stock,"Constellation Energy Corp producer of carbon-free energy and a supplier of energy products and services. The company offers generating capacity that includes nuclear, wind, solar, natural gas, and hydroelectric assets. It sells electricity, natural gas, and other energy-related products and sustainable solutions to various types of customers, including distribution utilities, municipalities, cooperatives, and commercial, industrial, public sector, and residential customers in markets across multiple geographic regions. Its operating segments and reporting units are Mid-Atlantic, Midwest, New York, ERCOT, and Other Power Regions.",0001868275,BBG014KFRNP7,61596496430.729996,312847257.0,312850000,4911,ELECTRIC SERVICES,https://www.constellation.com,CS
WBD,"Warner Bros. Discovery, Inc. Series A Common Stock","Warner Bros. Discovery was formed in 2022 through the combination of WarnerMedia and Discovery Communications. It operates in three global business segments: studios, networks, and direct-to-consumer. Warner Bros. Pictures is the crown jewel of the studios business, producing, distributing, and licensing movies and television shows. The networks business consists of basic cable networks, such as CNN, TNT, TBS, Discovery, HGTV, and the Food Network. Direct-to-consumer includes HBO and the firm's streaming platforms, which have now been consolidated to Max and Discovery+. Much of the DTC content is created within the firm's other two business segments. Each segment operates with a global reach, with Max available in over 70 countries.",0001437107,BBG011386VF4,26526919854.9231,2454764337.0,2454760000,4841,CABLE & OTHER PAY TELEVISION SERVICES,https://www.wbd.com,CS
GEHC,GE HealthCare Technologies Inc. Common Stock,"GE HealthCare Technologies is a leading medical technology firm with leading market share in imaging and ultrasound equipment. The company reports four major segments: imaging (45% of revenue), advanced visualization solutions (26%), patient care solutions (16%), and pharmaceutical diagnostics (13%). The company's sales are geographically diverse, with the United States, EMEA, China, and the rest of the world accounting for 46%, 26%, 12%, and 17% respectively. We estimate approximately half of its revenue is recurring, which consists of servicing (about one third of revenue), pharmaceutical diagnostics (about 10%-15%), and digital solutions (just over 5%).",0001932393,BBG01BFR8YV1,39592887679.799995,457298310.0,457300000,3844,X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS,https://www.gehealthcare.com,CS
LIN,Linde plc Ordinary Share,"Linde is the largest industrial gas supplier in the world, with operations in over 100 countries. The firm's main products are atmospheric gases (including oxygen, nitrogen, and argon) and process gases (including hydrogen, carbon dioxide, and helium), as well as equipment used in industrial gas production. Linde serves a wide variety of end markets, including chemicals, manufacturing, healthcare, and steelmaking. Linde generated approximately $33 billion in revenue in 2024.",0001707925,,221734070331.66,472911618.0,472910000,2810,INDUSTRIAL INORGANIC CHEMICALS,https://www.linde.com,CS
ARM,Arm Holdings plc American Depositary Shares,"Arm Holdings is the intellectual property owner and developer of the ARM architecture, which is used in 99% of the world's smartphone CPU cores, and it also has high market share in other battery-powered devices like wearables, tablets, or sensors. Arm licenses its architecture for a fee, offering different types of licenses depending on the flexibility the customer needs. Customers like Apple or Qualcomm buy architectural licenses, which allow them to modify the architecture and add or delete instructions to tailor the chips to their specific needs. Other clients directly buy off-the-shelf designs from Arm. Both off-the-shelf and architectural customers pay a royalty fee per chip shipped.",0001973239,BBG01J1GXZF0,123676360000.0,1054000000.0,1051000000,,,https://www.arm.com,ADRC
