ticker,name,description,cik,composite_figi,market_cap,weighted_shares_outstanding,share_class_shares_outstanding,sic_code,sic_description,homepage_url,type
CCO,"Clear Channel Outdoor Holdings, Inc. Common Stock","Clear Channel Outdoor Holdings Inc is a provider of out-of-home advertising solutions. The company offers advertisers an opportunity to reach mass audiences across various high-traffic public spaces, by using its diverse portfolio of assets including roadside billboards, street furniture, and airport displays. Its reportable segments are; America (U.S. operations excluding airports), Airports (U.S. and Caribbean airport operations), and Other. A majority of its revenue is generated from the America segment which generates revenue from the sale of advertising on printed and digital out-of-home advertising displays such as bulletins, posters, street furniture, and others. Geographically, the company generates maximum revenue from the United States followed by Singapore.",0001334978,BBG000SSC5C9,639526098.4649999,490058313.0,490060000.0,7310,SERVICES-ADVERTISING,https://www.clearchanneloutdoor.com,CS
COMP,"Compass, Inc.","Compass Inc provides an end-to-end platform that empowers residential real estate agents to deliver exceptional service to seller and buyer clients. The platform includes an integrated suite of cloud-based software for customer relationship management, marketing, client service and other critical functionality, all custom-built for the real estate industry and enabling core brokerage services. Business operations are conducted in the United States and earn revenue domestically.",0001563190,BBG00J5SXTH3,4433854898.625,517671325.0,517669999.0,7371,SERVICES-COMPUTER PROGRAMMING SERVICES,https://www.compass.com,CS
FLYE,"Fly-E Group, Inc. Common Stock","Fly-E Group Inc is an electric vehicle company that is principally engaged in designing, installing and selling smart electric motorcycles, electric bikes, electric scooters and related accessories under the brand Fly E-Bike. It also provides connectivity solutions and value-added services to their customers.",0001975940,BBG01LBH4R35,12293750.0,24587500.0,24590000.0,3711,MOTOR VEHICLES & PASSENGER CAR BODIES,https://www.flyebike.com,CS
PRME,"Prime Medicine, Inc. Common Stock","Prime Medicine Inc is a biotechnology company committed to delivering genetic therapies to address diseases by deploying gene editing technology, Prime Editing. The Prime Editing technology is a next-generation technology that can search and replace to restore normal genetic function in the genome and can treat a wide spectrum of diseases with high unmet medical needs and efficient and broad gene editing technology.",0001894562,BBG011RT3R55,284619027.14,131160842.0,131160000.0,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",https://www.primemedicine.com,CS
VKI,Invesco Advantage Municipal Income Trust II,"Invesco Advantage Municipal Income Trust II is a diversified, closed-end management investment company. The investment objective of the company is to provide common shareholders with a high level of current income exempt from federal income tax, consistent with preservation of capital.",0000908993,BBG000BKYYD6,391661096.40000004,44406020.0,44410000.0,,,https://www.invesco.com,FUND
FOXO,FOXO Technologies Inc.,"FOXO Technologies Inc is a technology platform company focused on commercializing longevity science through products and services that serve the life insurance industry. FOXO's epigenetic technology applies AI to DNA methylation to identify molecular biomarkers of human health and aging. The company has two reportable business segments, FOXO Labs and FOXO Life.",0001812360,BBG00XP21MK3,3686781.5408,23572772.0,31760000.0,8731,SERVICES-COMMERCIAL PHYSICAL & BIOLOGICAL RESEARCH,https://foxotechnologies.com,CS
OPINL,Office Properties Income Trust 6.375% Senior Notes due 2050,,0001456772,,,,6480000.0,6500,REAL ESTATE,,CS
ASM,Avino Silver & Gold Mines Ltd. (Canada),"Avino Silver & Gold Mines Ltd is a mineral resource company. It is engaged in the exploration, extraction, and processing of silver, gold, and copper and the acquisition, exploration, and advancement of mineral properties. The company generates majority of its revenues through the sale of Copper produced from its mines. Its project portfolio includes Avino; San Gonzalo; Oxide Tailings; Bralorne Gold and others.",0000316888,BBG000BMTLV6,175257153.1645,132881305.0,131199999.0,,,https://www.avino.com,CS
BIRD,"Allbirds, Inc. Class A Common Stock","Allbirds Inc is a lifestyle brand that innovates with naturally derived materials to make footwear and apparel products in a better way, while treading lighter on the planet. Its primary source of revenue is from sales of shoes and apparel products. The majority of the revenue is derived from United States.",0001653909,BBG00CCNTK76,52274318.3,7932370.0,5390000.0,2300,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,https://www.allbirds.com,CS
MIMI,Mint Incorporation Limited Class A Ordinary Shares,"Mint Inc Ltd is a Hong Kong-based interior design and fit-out works provider. It strategically focuses on providing integrated and industry-specific interior design and fit-out works for commercial properties. The company's work encompasses offices of different industries and various kinds of retail stores to reflect its customers' corporate values and conceptualize its customers' brands. Its commercial projects cover internationally-renowned retail stores, food and beverage outlet chains, offices, and other premises of a charitable organization in Hong Kong. It also provides integrated interior design and fit-out works for luxury residential properties to enhance the interior space's aesthetics and functionality.",0001998560,,126338625.0,23012500.0,16010000.0,,,https://www.mimintinc.com,CS
SLNH,"Soluna Holdings, Inc. Common Stock","Soluna Holdings Inc is a U.S.-based company that conducts operations through its subsidiary. The group is engaged in the mining of cryptocurrency through data centers that can be powered by renewable energy sources. The data centers buy every excess megawatt to use for batch-oriented, computing-intensive processes such as cryptocurrency mining or machine learning which is a low-risk and low-friction solution to use as a smartphone.",0000064463,BBG000DQ1559,10182739.2,10607020.0,10610000.0,6199,FINANCE SERVICES,https://www.solunacomputing.com,CS
GPRO,"GoPro, Inc.",,0001500435,BBG001LWHLJ8,,,126040000.0,3861,PHOTOGRAPHIC EQUIPMENT & SUPPLIES,,CS
QSI,Quantum-Si Incorporated Class A Common Stock,"Quantum-Si Inc is a life sciences company focused on the development and commercialization of proteomics research tools. The company has designed and developed a hardware, consumable, and software solution to provide a solution for protein detection and analysis. It has developed a proprietary universal single-molecule detection platform that enables Next-Generation Protein Sequencing (NGPS), the ability to sequence proteins.",0001816431,BBG00X8RS963,221580608.0895,183139605.0,163200000.0,3829,"MEASURING & CONTROLLING DEVICES, NEC",https://www.quantum-si.com,CS
ANY,Sphere 3D Corp. Common Shares,"Sphere 3D Corp provides solutions for stand-alone storage and technologies that converge the traditional silos of compute, storage, and network into integrated hyper-converged or converged solution. Its Disk systems include HVE Converged and Hyper-converged Infrastructure. It generates the majority of its revenue from the services it offers. All of its revenue comes from the Americas. The Company has two operating segments: Digital Mining and Service and Product. The Digital Mining segment generates revenue from the digital currency, it earns through its bitcoin mining activities. The Service and Product segment generates revenue from long-term customer contracts for service contracts and extended service contract and the sale of products related to the Company's data storage product line.",0001591956,BBG004Z3JRW1,13902607.2074,25453327.0,25450000.0,6199,FINANCE SERVICES,https://www.sphere3d.com,CS
MHUA,"Meihua International Medical Technologies Co., Ltd. Ordinary Shares","Meihua International Medical Technologies Co Ltd is engaged in providing disposable medical devices. It serves hospitals, pharmacies, medical institutions, and medical equipment companies. Its product offerings include a Disposable Medical mask, Disposable ID Bracelet, Disposable Artificial Anal bag, Disposable Catheter, and Electonic pump among others.",0001835615,,10088192.781599998,31904468.0,26090000.0,,,http://www.meihuamed.com,CS
ADXN,Addex Therapeutics Ltd American Depositary Shares,"Addex Therapeutics Ltd is a clinical stage biopharmaceutical company. The company is focused on the development and commercialization of an emerging class of novel orally available small-molecule drugs known as allosteric modulators. The company's geographical area of operations includes Switzerland and Europe. The Company operates in one segment which is the discovery, development and commercialization of small-molecule pharmaceutical products.",0001574232,BBG00R48ST95,8124020.0,1068950.0,184350000.0,,,https://www.addextherapeutics.com,ADRC
ASTI,"Ascent Solar Technologies, Inc. Common Stock","Ascent Solar Technologies Inc is engaged in the manufacturing and selling of photovoltaic products (PV) solar modules that are flexible, durable, and possess attractive power-to-weight and power-to-area performance. The company is integrating its PV products into scalable and high-value markets such as agrivoltaics, aerospace, satellites, near-earth orbiting vehicles, and fixed-wing unmanned aerial vehicles (UAV). Ascent is also working to expand its portable solar chargers, such as the XD-12. The company markets and sells its products through OEMs, system integrators, distributors, retailers, and e-commerce companies.",0001350102,BBG000PT5SS1,2247000.0644,1324804.0,1330000.0,3674,SEMICONDUCTORS & RELATED DEVICES,https://www.ascentsolar.com,CS
CARD,MAX Auto Industry -3x Inverse Leveraged ETN,,0000927971,BBG01GWQMZQ0,,,160000.0,6029,"COMMERCIAL BANKS, NEC",,ETN
TOON,"Kartoon Studios, Inc.","Kartoon Studios Inc is a media company developing, producing, marketing, and licensing branded animated entertainment properties and consumer products for media and retail distribution. Its portfolio features programming for toddlers to tweens, including the preschool properties Rainbow Rangers for Nick Jr. and Llama Llama for Netflix, Stan Lee's Superhero Kindergarten, Shaq's Garage, toddler brand Baby Genius, STEM-based series Thomas Edison's Secret Lab, Warren Buffett's Secret Millionaires Club, and the new preschool show, Stan Lee's Superhero Kindergarten. Its channel is available on television and mobile devices through distribution platforms, including Comcast, Cox, DISH, Sling TV, Apple TV, Roku, Android TV, Tubi, Xumo, and Amazon Fire.",0001355848,BBG000NNBY60,26307641.776100002,44014793.0,44020000.0,7812,SERVICES-MOTION PICTURE & VIDEO TAPE PRODUCTION,https://www.kartoonstudios.com,CS
SPHL,Springview Holdings Ltd Class A Ordinary Shares,"Springview Holdings Ltd is a company that conducts its operations through its indirect wholly-owned subsidiary which designs and constructs residential and commercial buildings in Singapore. It also provides four main types of works which includes new construction, reconstruction, Additions and Alterations (A&A), and other general contracting services such as renovation and design consultation.",0002002236,,47495000.0,11500000.0,11500000.0,,,https://www.springviewggl.com,CS
NRXS,"Neuraxis, Inc.",Neuraxis Inc is a growth stage company is engaged in developing neuromodulation therapies to address chronic and debilitating conditions in children. The company is dedicated to advancing the science with its' proprietary Percutaneous Electrical Nerve Field Stimulation (PENFS) technology. The company focuses on targeted therapies for the pediatric and adolescent population suffering from disorders of gut-brain interaction (DGBIs).,0001933567,BBG01C9N12C3,15070425.3,7176393.0,7180000.0,3845,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,http://www.neuraxis.com,CS
NTRB,Nutriband Inc. Common Stock,"Nutriband Inc is engaged in the development of a portfolio of transdermal pharmaceutical products. AVERSA technology is the company's product that incorporates aversive agents to prevent the Abuse, Diversion, Misuse, and Accidental exposure of drugs with abuse potential specifically Opioids. The majority of the revenue is generated from the sale of goods that include consumer transdermal and coated products.",0001676047,BBG00GSMQF58,71412769.55,11106185.0,11110000.0,3842,"ORTHOPEDIC, PROSTHETIC & SURGICAL APPLIANCES & SUPPLIES",https://www.nutriband.com,CS
STI,"Solidion Technology, Inc. Common Stock","Solidion Technology Inc is engaged in researching, developing and manufacturing battery materials and components, as well as the development and production of next-generation batteries for energy storage systems and electric vehicles for ground, air, and sea transportation. It is recognized as a global IP leader in both the high-capacity anode and the high-energy solid-state battery.",0001881551,BBG013KL70L2,17104077.49995,132435753.0,132440000.0,3690,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",https://www.solidiontech.com,CS
XRTX,XORTX Therapeutics Inc. Common Stock,"XORTX Therapeutics Inc is a clinical-stage biotechnology company focused on identifying, developing, and potentially commercializing therapies to treat progressive kidney disease modulated by aberrant purine and uric acid metabolism and uric acid metabolism in orphan (rare) disease indications such as ADPKD and T2DN, as well as AKI associated with respiratory virus infection. Its focus is on developing three therapeutic products to slow or reverse the progression of chronic kidney disease, address the immediate need of individuals facing AKI associated with respiratory virus infection, and identify other opportunities where existing and new intellectual property can be leveraged to address health issues.",0001729214,BBG00KVK0YG4,3126858.05,3223565.0,3220000.0,,,https://www.xortx.com,CS
IMNN,"Imunon, Inc. Common Stock","Imunon Inc is a clinical-stage biotechnology company focused on advancing a portfolio of treatments that harness the body's natural mechanisms to generate safe, effective, and durable responses across various human diseases, constituting a differentiating approach from conventional therapies. It is developing its non-viral DNA technology across its modalities. Its clinical program, IMNN-001, is a DNA-based immunotherapy for the localized treatment of ovarian cancer that has completed Phase II clinical studies. Additionally, the Company has entered a first-in-human study of its COVID-19 booster vaccine (IMNN-101).",0000749647,BBG000BJJGT8,13451073.440000001,14620732.0,14620000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.imunon.com,CS
ANGI,Angi Inc. Class A Common Stock,"Angi Inc connects quality home service professionals with consumers across different categories, from repairing and remodeling to cleaning and landscaping. It operates through brands like Angi, HomeAdvisor, and Handy. The company has three operating segments, namely, Ads and Leads, Services, and International (Europe and Canada). A majority of its revenue is generated from the Ads and Leads segment, which provides professionals the capability to engage with potential customers, including quoting and invoicing services, and provides consumers with tools and resources to help them find professionals nationwide for home repair, maintenance, and improvement projects. Geographically, the company derives its key revenue from the United States and also has a presence in other countries.",0001705110,BBG00HVKH3Q0,842380827.86,498450194.0,81330000.0,7310,SERVICES-ADVERTISING,https://www.angi.com,CS
INDP,"Indaptus Therapeutics, Inc. Common Stock","Indaptus Therapeutics Inc is a pre-clinical biotechnology company engaged in developing a novel and patented systemically-administered anti-cancer and anti-viral immunotherapy. It has developed a proprietary platform that exploits bacteria's natural ability to activate both innate and adaptive cellular immune pathways. The company's pre-clinical candidate Decoy20, has the ability to elicit single-agent activity and durable anti-tumor responses in the combination setting against colorectal, hepatocellular, pancreatic carcinoma, and non-Hodgkin's lymphoma models.",0001857044,BBG00ZNLVBC8,9931891.956699999,12013901.0,14120000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.indaptusrx.com,CS
ASX,"ASE Technology Holding Co., Ltd.","ASE Technology Holding Co Ltd is a semiconductor assembly and testing firm. The company operates in segments: Packaging, Testing, and Electronic Manufacturing Services. Of these, Packaging segment contribute the maximum revenue. The packaging segment involves packaging bare semiconductors into completed semiconductors with improved electrical and thermal characteristics. The Testing Segment includes front-end engineering testing, wafer probing, and final testing services. In the EMS segment, the company designs manufactures, and sells electronic components and telecommunication equipment motherboards. The company is based in Taiwan but garners over half its sales from firms in the United States.",0001122411,BBG00KLHL9W6,21180535986.405,2173477269.0,4414930000.0,,,https://www.aseglobal.com,ADRC
GRCE,"Grace Therapeutics, Inc. Common Stock","Grace Therapeutics Inc is a late-stage specialty pharma company with drug delivery technologies and drug candidates addressing rare and orphan diseases. The company's lead drug candidate, GTx-104, is a novel injectable formulation of nimodipine for the treatment of a rare disease, aneurysmal subarachnoid hemorrhage.",0001444192,BBG001NMDXS6,33005168.099999998,13416735.0,13420000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.acastipharma.com,CS
MCW,"Mister Car Wash, Inc.",Mister Car Wash Inc is a car wash brand offering express exterior and interior cleaning services. Express Exterior Locations offers express exterior cleaning services and Interior Cleaning Locations offers both express exterior and interior cleaning services. The company recognizes revenue from activities related to providing car wash services at its car wash locations that are geographically diversified throughout the United States and have similar economic characteristics and nature of services.,0001853513,BBG011FS2K38,2553577413.1935,324053935.0,324050000.0,7500,"SERVICES-AUTOMOTIVE REPAIR, SERVICES & PARKING",https://www.mistercarwash.com,CS
NXDT,NexPoint Diversified Real Estate Trust,"NexPoint Diversified Real Estate Trust is a publicly traded REIT focused on opportunistic real estate investments in the United States. Their portfolio includes diverse commercial properties and investments across various real estate sectors and capital structures. Revenue sources include rental income from office and retail properties, interest income from debt investments, dividend income from equity investments, and other ancillary income from tenants. The company operates primarily through its operating partnership and wholly owned subsidiaries.",0001356115,BBG000ND9C36,189081217.82,41924882.0,41930000.0,6798,REAL ESTATE INVESTMENT TRUSTS,https://www.nexpoint.com,FUND
ULTY,YieldMax Ultra Option Income Strategy ETF,,0001924868,BBG01LQYD996,,,33630000.0,,,,ETF
GAU,Galiano Gold Inc.,"Galiano Gold Inc is focused on building a sustainable business capable of long term value creation for its stakeholders through a combination of exploration, accretive acquisitions, and disciplined deployment of its financial resources. The company currently operates and manages the Asanko Gold Mine, located in Ghana, West Africa. Its Asanko Gold Mine is a multi-deposit complex, with two main deposits, the Obotan Project and the Esaase Project, both located in the Amansie West District of the Republic of Ghana, West Africa.",0001377757,BBG000R11130,305922755.74,257077946.0,257079999.0,,,https://www.galianogold.com,CS
RAPP,"Rapport Therapeutics, Inc. Common Stock","Rapport Therapeutics Inc is a clinical-stage biopharmaceutical company focused on discovery and development of transformational small-molecule medicines for patients suffering from central nervous system disorders. Its foundational science has elucidated the complexities of neuronal receptor biology and enables the company to map and target certain neuronal receptor complexes. Neuronal receptors are complex assemblies of proteins, comprising receptor principal subunits and their receptor-associated proteins (RAPs), the latter of which play crucial roles in regulating receptor expression and function.",0002012593,BBG01FRNQ4P1,314191765.63,36576457.0,36580000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.rapportrx.com,CS
RMBL,"RumbleOn, Inc. Class B Common Stock","RumbleON Inc is a USA-based online retailer that allows both consumers and dealers to Buy-Sell-Trade-Finance pre-owned motorcycles in an efficient, fast, transparent, and engaging experience. Its segments include power sports, automotive, and vehicle logistics. Powersports and automotive segments consist of the distribution of pre-owned vehicles. The Powersports segment that derives the majority of revenue consists of the distribution principally of motorcycles and other powersports vehicles, while the automotive segment distributes cars and trucks. The vehicle Logistics and transportation service segment offers nationwide automotive transportation services between dealerships and auctions.",0001596961,BBG005XNT8X6,145388697.3,37763298.0,37710000.0,7371,SERVICES-COMPUTER PROGRAMMING SERVICES,https://www.rumbleon.com,CS
CHRO,Channel Therapeutics Corporation,"Channel Therapeutics Corp is a clinical-stage biotechnology company developing and commercializing novel, non-opioid, non-addictive therapeutics to alleviate pain. The initial clinical focus is to selectively target the sodium ion channel known as NaV1.7 for the treatment of various types of chronic pain, acute and chronic eye pain, and post-surgical nerve blocks. Its pipeline includes CC8464 for ISFN and EM and CT2000 for Acute and CHronic Eye Pain-Dry Eye Disease.",0001919246,BBG01C9YP5V5,11935461.78,6028011.0,6030000.0,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",https://www.channeltherapeutics.com,CS
HEPS,D-Market Electronic Services & Trading American Depositary Shares,"D-MARKET Electronic Services & Trading offers an e-commerce platform in Turkey and the surrounding region. The company is comprised of one reportable segment, namely e-commerce operations. The Group derives revenue from the sales of goods, marketplace revenues, and other revenues.",0001850235,BBG0118LTKW0,1030154596.4000001,325998290.0,281380000.0,,,https://www.hepsiburada.com,ADRC
ELWS,"Earlyworks Co., Ltd. American Depositary Shares","Earlyworks Co Ltd is a blockchain-based technology company. It builds products, delivers services, and develops solutions based on a proprietary grid ledger system to leverage blockchain technology in various business settings, including advertisement tracking, online visitor management, and sales of non-fungible tokens. The company's customers represent a diverse range of industries, such as information technology, shipping, real estate, entertainment, cosmetics, and chemical products.",0001944399,BBG01C6G62Z1,6079609.156,3015380.0,15080000.0,,,https://e-arly.works,ADRC
SLI,Standard Lithium Ltd.,"Standard Lithium Corp is engaged in the exploration and development of lithium brine properties in the United States. The company is focused on the exploration and development of the Arkansas Lithium Project, which is located in south-central Arkansas. Its other projects comprise the Lanxess Project, Tetra Project, and Bristol Dry Lake Project.",0001537137,BBG00GNRHX08,239117440.82299998,188133313.0,186580000.0,,,https://www.standardlithium.com,CS
OSRHW,"OSR Holdings, Inc. Warrant","OSR Holdings Inc is a healthcare company, dedicated to healthcare outcomes and improving the quality of life for people and their families. It builds and develops a robust portfolio of and potentially transformative therapies and healthcare solutions.",0001840425,BBG01FY7W7X5,,,,3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,https://www.osr-holdings.com,WARRANT
RLX,"RLX Technology Inc. American Depositary Shares, each representing the right to receive one (1) Class A ordinary share","RLX Technology Inc is engaged in the manufacturing of e-vapor products for adult smokers. It has an integrated offline distribution and ""Branded store plus"" retail model tailored to China's e-vapor market.",0001828365,BBG00YR17764,3495009018.25,1570790570.0,1262080000.0,,,https://www.relxtech.com,ADRC
EFSH,1847 Holdings LLC,"1847 Holdings LLC is a diversified holding company. It operates in Four segments: Retail and appliances, Retail and Eyewear, Construction, and Automotive Supplies. The company generates maximum revenue from the Construction segment. The firm, through its subsidiaries, provides a wide range of land application services and sells equipment and parts, primarily to the agricultural, construction, and lawn and garden industries.",0001599407,BBG0061502D4,3548367.7838000003,26539774.0,26540000.0,8742,SERVICES-MANAGEMENT CONSULTING SERVICES,https://www.1847holdings.com,CS
AUROW,"Aurora Innovation, Inc. Warrant","Aurora Innovation Inc delivers self-driving technology safely, quickly, and broadly. The Aurora Driver is a self-driving system designed to operate multiple vehicle types, from freight-hauling trucks to ride-hailing passenger vehicles. It underpins Aurora Horizon and Aurora Connect, its driver-as-a-service products for trucking and ride-hailing. The Company is developing the Aurora Driver, an advanced and scalable suite of self-driving hardware, software, and data services designed as a platform to adapt and interoperate among vehicle types and applications.",0001828108,BBG010SBLF79,,,1733000000.0,7373,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,https://www.aurora.tech,WARRANT
KRON,"Kronos Bio, Inc. Common Stock","Kronos Bio Inc is a clinical-stage biopharmaceutical company dedicated to the discovery and development of novel cancer therapeutics designed to transform patient outcomes through a precision medicine plan by targeting dysregulated transcription. The company operates in one business segment, the development of biopharmaceutical products.",0001741830,BBG00L072923,57323872.099999994,60340918.0,60340000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.kronosbio.com,CS
SCPH,scPharmaceuticals Inc. Common Stock,"scPharmaceuticals Inc is a pharmaceutical company focused on developing and commercializing products that have the potential to optimize the delivery of infused therapies, advance patient care and reduce healthcare costs. The company's main product is Furoscix. Furoscix consists of this patented formulation of furosemide for subcutaneous administration with wearable, portable sc2Wear Infusor for the treatment of edema in patients with heart failure.",0001604950,BBG00J24RT13,141613579.22,50040134.0,50040000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.scpharmaceuticals.com,CS
PRTS,"CarParts.com, Inc. Common Stock","CarParts.com Inc is an online provider of automotive aftermarket parts and repair information. It serves as an end-to-end solution for automotive repair and maintenance resources, offering a seamless online shopping experience that empowers drivers along every part of their journey. The company principally sells its products to individual consumers through its network of websites and online marketplaces. The company's products consist of collision parts serving the body repair market, engine parts to serve the replacement parts market, and performance parts and accessories.",0001378950,BBG000N26V95,60851484.805,53613643.0,57400000.0,5531,RETAIL-AUTO & HOME SUPPLY STORES,https://www.carparts.com,CS
KW,"KENNEDY-WILSON HOLDINGS, INC.","Kennedy-Wilson Holdings Inc is a real estate investment company that owns, operates, and invests in real estate both on its own and through its investment management platform. The Company focuses on multifamily and office properties, as well as industrial and debt investments. It has two business segments; the Consolidated Portfolio includes investment activities that involve ownership of multifamily units, office, retail and industrial space, and one hotel, and The Co-Investment Portfolio segment consists of investments the Company makes with partners in which it receives fees, performance allocations that it earns on its fee-bearing capital and distributions and profits from its ownership interest in the underlying operations of its co-investments.",0001408100,BBG000CTY4J6,1355237597.64,138007902.0,138010000.0,6500,REAL ESTATE,https://www.kennedywilson.com,CS
DGHI,Digi Power X Inc. Subordinate Voting Shares,Digi Power X Inc is an infrastructure company that develops cutting-edge data centers to drive the expansion of sustainable energy assets. The company focuses on expanding power infrastructure to create a resilient backbone for the future of energy and technology.,0001854368,BBG00JKZGTM3,44042982.16,35518534.0,36310000.0,,,https://www.digipowerx.com,CS
AUTL,Autolus Therapeutics plc American Depositary Share,"Autolus Therapeutics PLC is a biopharmaceutical company developing next-generation programmed T-cell therapies for the treatment of cancer. The company's clinical-stage pipeline comprises Obe-cel (obecabtagene autoleucel), AUTO1/22, AUTO3, AUTO5, AUTO6, AUTO7 & AUTO8.",0001730463,BBG00KVT05R6,524259727.33,266121689.0,266120000.0,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",https://www.autolus.com,ADRC
SHFSW,"SHF Holdings, Inc. Warrants","SHF Holdings Inc is a financial services provider to cannabis-related businesses. It offers reliable access to banking solutions for cannabis, hemp, CBD, and ancillary operators, making communities safer, driving growth in local economies, and fostering long-term partnerships. The group, through its financial institution clients, implements accountability, transparency, monitoring, reporting, and risk mitigation measures while meeting Bank Secrecy Act obligations in line with FinCEN guidance on cannabis-related businesses. Its services include Program Management Support, Customer Generation, Ongoing Program Auditing, and Compliance Monitoring among others.",0001854963,BBG011BWSWH4,,,55670000.0,6199,FINANCE SERVICES,https://www.shfinancial.org,WARRANT
TDTH,Trident Digital Tech Holdings Ltd American Depository Shares,Trident Digital Tech Holdings is principally engaged in the provision of business consulting service and IT customization solutions in the Republic of Singapore.,0001983550,BBG01JMGNJJ0,41115506.432000004,64545536.0,466360000.0,,,https://tridentity.me,ADRC
NEUP,Neuphoria Therapeutics Inc. Common Stock,"Neuphoria Therapeutics Inc is a clinical stage biotechnology company dedicated to developing therapies that address the complex needs of individuals affected by neuropsychiatric disorders. The company is advancing its drug candidate, BNC 210, an oral, proprietary, selective negative allosteric modulator of the Alpha7 nicotinic acetylcholine receptor, for the acute treatment of social anxiety disorder and for chronic treatment of post-traumatic stress disorder.",0001191070,BBG01RFZ8658,9174492.1832,1757027.0,1760000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.bionomics.com.au,ADRC
CNSP,"CNS Pharmaceuticals, Inc. Common Stock","CNS Pharmaceuticals Inc is a clinical-stage pharmaceutical company focused on the development of anticancer drug candidates for the treatment of primary and metastatic brain and central nervous system tumors. It is involved in the development of Berubicin, which is a therapy for the treatment of glioblastoma. Glioblastomas are tumors that arise from astrocytes, which are star-shaped cells that make up the supportive tissue of the brain.",0001729427,BBG00PM24T16,3778110.0,1499250.0,2740000.0,2834,PHARMACEUTICAL PREPARATIONS,https://www.cnspharma.com,CS
RETO,"ReTo Eco-Solutions, Inc. Class A Shares","ReTo Eco-Solutions Inc is a manufacturer and distributor of eco-friendly construction materials and fly-ash, as well as equipment used to produce these eco-friendly construction materials. The company engaged in providing consultation, design, project implementation and construction of urban ecological environments for capturing, controlling and re-using rainwater. It operates through four segments namely Machinery and Equipment sales, Construction materials sales, Municipal Construction Projects, and Technology Consulting and other services. The company earns its revenue from Machinery and Equipment sales segment. Geographically, it derives a majority of its revenue from China.",0001687277,,11010772.83,2035263.0,19350000.0,,,http://www.retoeco.com,CS
NML,Neuberger Berman Energy Infrastructure and Income Fund Inc.,"Neuberger Berman Energy Infrastructure & Income Fund Inc is a closed-end investment management company based in the United States. Invest in Capital Markets, Chemicals, Oil, Gas & Consumable Fuels, Electric Utilities, Independent Power and Renewable Electricity Producers, Multi Utilities. Maximum is done in Oil, Gas & Consumable Fuels.",0001562051,BBG003NBK4H4,482734066.56,56658928.0,56660000.0,,,https://www.nb.com,FUND
NIVF,NewGenIvf Group Limited Class A ordinary shares,"NewGenIvf Group Ltd is a company engaged in providing assisted reproductive services in Asia Pacific with a focus on providing fertility treatments to fulfil the dreams of building families, NewGenIvf mainly offers two services, namely first which is a in-vitro fertilization (IVF) treatment service, comprising traditional IVF and egg donation; and surrogacy and ancillary caring services.",0001981662,,1868350.0000000002,1698500.0,1700000.0,,,https://www.newgenivf.com,CS
XNET,Xunlei Limited,"Xunlei Ltd is a cloud-based acceleration technology company in China. The company operates a powerful internet platform in China based on cloud computing to provide users with quick and easy access to digital media content through its products and services, Xunlei Accelerator, and cloud acceleration subscription services. It is increasingly extending into mobile devices in part through potentially pre-installed acceleration products in mobile phones Xunlei has developed various value-added services to meet a fuller spectrum of its users' digital media content access and consumption needs.",0001510593,BBG001QWYTJ7,281460617.64000005,63392031.0,318370000.0,,,http://www.xunlei.com,ADRC
TTNP,TITAN PHARMACEUTICAL INC,"Titan Pharmaceuticals Inc is a development stage company developing proprietary therapeutics with utilizing ProNeura long-term, continuous drug delivery technology. The ProNeura technology has the potential to be used in developing products for treating a number of chronic conditions, where maintaining consistent, around-the-clock blood levels of medication may benefit the patient and improve medical outcomes.",0000910267,BBG000BTGSY7,3140028.0964,914234.0,910000.0,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",https://www.titanpharm.com,CS
INFU,"InfuSystem Holdings, Inc.","InfuSystems Holdings Inc is a health care service provider, facilitating outpatient care for durable medical equipment manufacturers and health care providers. INFU services are provided under a two-platform model. The first platform is Patient Services, providing the last-mile solution for clinic-to-home healthcare where the continuing treatment involves complex durable medical equipment and services. The Patient segment is comprised of Oncology, Pain Management and Wound Therapy businesses. The second platform, Device Solutions, supports the Patient Services platform and leverages strong service orientation to win incremental business from its direct payer clients. The Device segment is comprised of direct payer rentals, pump and consumable sales, and biomedical services and repair.",0001337013,BBG000P0ZZR6,121784209.475,21272351.0,21260000.0,3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,http://www.infusystem.com,CS
